query_gene_id	subject_gene_id	percent_identity	alignment_length	forward_bitscore	forward_evalue
BW25113_RS17025	b3283	100.000	540	998.00	0.00e+00
BW25113_RS17030	b3284	100.000	471	870.00	0.00e+00
BW25113_RS17035	b4473	100.000	1122	2073.00	0.00e+00
BW25113_RS17040	b3287	100.000	507	937.00	0.00e+00
BW25113_RS17045	b3288	100.000	945	1746.00	0.00e+00
BW25113_RS17050	b3289	100.000	1287	2377.00	0.00e+00
BW25113_RS17055	b3290	100.000	1374	2538.00	0.00e+00
BW25113_RS17060	b3291	100.000	408	754.00	0.00e+00
BW25113_RS17065	b4550	100.000	216	399.00	2.97e-112
BW25113_RS17070	b3292	100.000	423	782.00	0.00e+00
BW25113_RS17075	b3293	100.000	366	676.00	0.00e+00
BW25113_RS17080	b3294	100.000	381	704.00	0.00e+00
BW25113_RS17085	b3295	100.000	987	1823.00	0.00e+00
BW25113_RS17090	b3296	100.000	618	1142.00	0.00e+00
BW25113_RS17095	b3297	100.000	387	715.00	0.00e+00
BW25113_RS17100	b3298	100.000	354	654.00	0.00e+00
BW25113_RS17105	b3299	100.000	114	211.00	7.21e-56
BW25113_RS17110	b3300	100.000	1329	2455.00	0.00e+00
BW25113_RS17115	b3301	100.000	432	798.00	0.00e+00
BW25113_RS17120	b3302	100.000	177	327.00	1.15e-90
BW25113_RS17125	b3303	100.000	501	926.00	0.00e+00
BW25113_RS17130	b3304	100.000	351	649.00	0.00e+00
BW25113_RS17135	b3305	100.000	531	981.00	0.00e+00
BW25113_RS17140	b3306	100.000	390	721.00	0.00e+00
BW25113_RS17145	b3307	100.000	303	560.00	1.86e-160
BW25113_RS17150	b3308	100.000	537	992.00	0.00e+00
BW25113_RS17155	b3309	100.000	312	577.00	1.91e-165
BW25113_RS17160	b3310	100.000	369	682.00	0.00e+00
BW25113_RS17165	b3311	100.000	252	466.00	3.42e-132
BW25113_RS17170	b3312	100.000	189	350.00	2.63e-97
BW25113_RS17175	b3313	100.000	408	754.00	0.00e+00
BW25113_RS17180	b3314	100.000	699	1291.00	0.00e+00
BW25113_RS17185	b3315	100.000	330	610.00	2.00e-175
BW25113_RS17190	b3316	100.000	276	510.00	1.72e-145
BW25113_RS17195	b3317	100.000	819	1513.00	0.00e+00
BW25113_RS17200	b3318	100.000	300	555.00	8.57e-159
BW25113_RS17205	b3319	100.000	603	1114.00	0.00e+00
BW25113_RS17210	b3320	100.000	627	1158.00	0.00e+00
BW25113_RS17215	b3321	100.000	309	571.00	8.78e-164
BW25113_RS17220	b3322	100.000	417	771.00	0.00e+00
BW25113_RS17225	b3323	100.000	1467	2710.00	0.00e+00
BW25113_RS17230	b3324	100.000	813	1502.00	0.00e+00
BW25113_RS17235	b3325	100.000	1950	3602.00	0.00e+00
BW25113_RS17240	b3326	100.000	1479	2732.00	0.00e+00
BW25113_RS17245	b3327	100.000	1194	2206.00	0.00e+00
BW25113_RS17250	b3328	100.000	435	804.00	0.00e+00
BW25113_RS17255	b3329	100.000	507	937.00	0.00e+00
BW25113_RS17260	b3330	100.000	375	693.00	0.00e+00
BW25113_RS17265	b3331	100.000	585	1081.00	0.00e+00
BW25113_RS17270	b3332	100.000	981	1812.00	0.00e+00
BW25113_RS17275	b3333	100.000	1161	2145.00	0.00e+00
BW25113_RS17280	b3334	100.000	459	848.00	0.00e+00
BW25113_RS17285	b3335	100.000	675	1247.00	0.00e+00
BW25113_RS17290	b3336	100.000	474	876.00	0.00e+00
BW25113_RS17295	b3337	100.000	192	355.00	5.76e-99
BW25113_RS17300	b3338	100.000	2691	4970.00	0.00e+00
BW25113_RS17305	b3339	100.000	1182	2183.00	0.00e+00
BW25113_RS17310	b3340	100.000	2112	3901.00	0.00e+00
BW25113_RS17315	b3341	100.000	465	859.00	0.00e+00
BW25113_RS17320	b3342	100.000	372	688.00	0.00e+00
BW25113_RS17325	b3343	100.000	285	527.00	1.77e-150
BW25113_RS17330	b3344	100.000	357	660.00	0.00e+00
BW25113_RS17335	b3345	100.000	384	710.00	0.00e+00
BW25113_RS17340	b3346	100.000	720	1330.00	0.00e+00
BW25113_RS17345	b3347	100.000	810	1496.00	0.00e+00
BW25113_RS17350	b3348	100.000	216	399.00	2.97e-112
BW25113_RS17355	b3349	100.000	588	1086.00	0.00e+00
BW25113_RS17360	b4551	100.000	198	366.00	2.75e-102
BW25113_RS17365	b3350	100.000	1803	3330.00	0.00e+00
BW25113_RS17370	b3351	100.000	549	1014.00	0.00e+00
BW25113_RS17375	b3352	100.000	1911	3530.00	0.00e+00
BW25113_RS17380	b3353	100.000	1020	1884.00	0.00e+00
BW25113_RS17385	b3354	100.000	216	399.00	2.97e-112
BW25113_RS17390	b3355	100.000	867	1602.00	0.00e+00
BW25113_RS17395	b3356	100.000	402	743.00	0.00e+00
BW25113_RS17405	b3357	100.000	630	1164.00	0.00e+00
BW25113_RS17410	b3358	100.000	2088	3856.00	0.00e+00
BW25113_RS17415	b3359	100.000	1218	2250.00	0.00e+00
BW25113_RS17420	b3360	100.000	561	1037.00	0.00e+00
BW25113_RS17425	b3361	100.000	600	1109.00	0.00e+00
BW25113_RS17430	b3362	100.000	165	305.00	4.96e-84
BW25113_RS17435	b3363	100.000	570	1053.00	0.00e+00
BW25113_RS17440	b3364	100.000	1179	2178.00	0.00e+00
BW25113_RS17445	b3365	100.000	2541	4693.00	0.00e+00
BW25113_RS17450	b3366	100.000	324	599.00	4.24e-172
BW25113_RS17455	b3367	100.000	804	1485.00	0.00e+00
BW25113_RS17460	b3368	100.000	1371	2532.00	0.00e+00
BW25113_RS17465	b3369	100.000	165	305.00	4.96e-84
BW25113_RS17470	b3370	100.000	1335	2466.00	0.00e+00
BW25113_RS17475	b3371	100.000	1020	1884.00	0.00e+00
BW25113_RS17480	b4474	100.000	828	1530.00	0.00e+00
BW25113_RS17485	b3374	100.000	783	1447.00	0.00e+00
BW25113_RS17490	b3375	100.000	729	1347.00	0.00e+00
BW25113_RS17495	b3376	100.000	1083	2001.00	0.00e+00
BW25113_RS17500	b3377	100.000	1302	2405.00	0.00e+00
BW25113_RS17505	b3378	100.000	351	649.00	0.00e+00
BW25113_RS17510	b3379	100.000	876	1618.00	0.00e+00
BW25113_RS17515	b3380	100.000	1224	2261.00	0.00e+00
BW25113_RS17520	b3381	100.000	1161	2145.00	0.00e+00
BW25113_RS17525	b3382	100.000	360	665.00	0.00e+00
BW25113_RS17530	b3383	100.000	903	1668.00	0.00e+00
BW25113_RS17535	b3384	100.000	1002	1851.00	0.00e+00
BW25113_RS17540	b3385	100.000	756	1397.00	0.00e+00
BW25113_RS17545	b3386	100.000	675	1247.00	0.00e+00
BW25113_RS17550	b3387	100.000	834	1541.00	0.00e+00
BW25113_RS17555	b3388	100.000	1284	2372.00	0.00e+00
BW25113_RS17560	b3389	100.000	1086	2006.00	0.00e+00
BW25113_RS17565	b3390	100.000	519	959.00	0.00e+00
BW25113_RS17570	b3391	100.000	1236	2283.00	0.00e+00
BW25113_RS17575	b3392	100.000	402	743.00	0.00e+00
BW25113_RS17580	b3393	100.000	438	809.00	0.00e+00
BW25113_RS17585	b3394	100.000	537	992.00	0.00e+00
BW25113_RS17590	b3395	100.000	777	1435.00	0.00e+00
BW25113_RS17595	b3396	100.000	2550	4710.00	0.00e+00
BW25113_RS17600	b3397	100.000	558	1031.00	0.00e+00
BW25113_RS17605	b3398	100.000	2133	3940.00	0.00e+00
BW25113_RS17610	b3399	100.000	666	1230.00	0.00e+00
BW25113_RS17615	b3400	100.000	399	737.00	0.00e+00
BW25113_RS17620	b3401	100.000	876	1618.00	0.00e+00
BW25113_RS17625	b3402	100.000	1722	3181.00	0.00e+00
BW25113_RS17635	b3403	100.000	1620	2992.00	0.00e+00
BW25113_RS17640	b3404	100.000	1350	2494.00	0.00e+00
BW25113_RS17645	b3405	100.000	717	1325.00	0.00e+00
BW25113_RS17650	b3406	100.000	474	876.00	0.00e+00
BW25113_RS17655	b3407	100.000	2319	4283.00	0.00e+00
BW25113_RS17660	b3408	100.000	225	416.00	3.08e-117
BW25113_RS17665	b3409	100.000	2319	4283.00	0.00e+00
BW25113_RS17670	b3410	100.000	234	433.00	3.20e-122
BW25113_RS17675	b3411	100.000	876	1618.00	0.00e+00
BW25113_RS17680	b3412	100.000	768	1419.00	0.00e+00
BW25113_RS17685	b3413	100.000	681	1258.00	0.00e+00
BW25113_RS17690	b3414	100.000	573	1059.00	0.00e+00
BW25113_RS17695	b3415	100.000	1314	2427.00	0.00e+00
BW25113_RS17700	b3416	100.000	2082	3845.00	0.00e+00
BW25113_RS17705	b3417	100.000	2391	4416.00	0.00e+00
BW25113_RS17710	b3418	100.000	2703	4992.00	0.00e+00
BW25113_RS17715	b4475	100.000	1014	1873.00	0.00e+00
BW25113_RS17720	b3421	100.000	1224	2261.00	0.00e+00
BW25113_RS17725	b3422	100.000	1596	2948.00	0.00e+00
BW25113_RS17735	b3424	100.000	828	1530.00	0.00e+00
BW25113_RS17740	b3425	100.000	324	599.00	4.24e-172
BW25113_RS17745	b3426	100.000	1503	2776.00	0.00e+00
BW25113_RS17750	b3427	100.000	216	399.00	3.02e-112
BW25113_RS17755	b3428	100.000	2445	4516.00	0.00e+00
BW25113_RS17760	b3429	100.000	1431	2643.00	0.00e+00
BW25113_RS17765	b3430	100.000	1293	2388.00	0.00e+00
BW25113_RS17770	b3431	100.000	1971	3640.00	0.00e+00
BW25113_RS17775	b3432	100.000	2184	4034.00	0.00e+00
BW25113_RS17780	b3433	100.000	1101	2034.00	0.00e+00
BW25113_RS17785	b3434	100.000	591	1092.00	0.00e+00
BW25113_RS17790	b4476	100.000	1338	2471.00	0.00e+00
BW25113_RS17795	b3437	100.000	525	970.00	0.00e+00
BW25113_RS17800	b3438	100.000	993	1834.00	0.00e+00
BW25113_RS17805	b3439	100.000	693	1280.00	0.00e+00
BW25113_RS17810	b3440	100.000	1035	1912.00	0.00e+00
BW25113_RS17815	b3441	100.000	486	898.00	0.00e+00
BW25113_RS17820	b3442	100.000	1176	2172.00	0.00e+00
BW25113_RS17825	b3443	100.000	390	721.00	0.00e+00
BW25113_RS17830	b3445	99.801	502	920.00	0.00e+00
BW25113_RS25760	b4612	100.000	153	283.00	2.13e-77
BW25113_RS17835	b3446	100.000	282	521.00	8.13e-149
BW25113_RS17840	b3447	100.000	1740	3214.00	0.00e+00
BW25113_RS17845	b3448	100.000	438	809.00	0.00e+00
BW25113_RS17850	b3449	100.000	741	1369.00	0.00e+00
BW25113_RS17855	b3450	100.000	1068	1973.00	0.00e+00
BW25113_RS17860	b3451	100.000	843	1557.00	0.00e+00
BW25113_RS17865	b3452	100.000	885	1635.00	0.00e+00
BW25113_RS17870	b3453	100.000	1314	2427.00	0.00e+00
BW25113_RS17880	b3454	100.000	711	1314.00	0.00e+00
BW25113_RS17885	b3455	100.000	765	1413.00	0.00e+00
BW25113_RS17890	b3456	100.000	1275	2355.00	0.00e+00
BW25113_RS17895	b3457	100.000	924	1707.00	0.00e+00
BW25113_RS17900	b3458	100.000	1107	2045.00	0.00e+00
BW25113_RS17905	b3459	100.000	381	704.00	0.00e+00
BW25113_RS17915	b3460	100.000	1101	2034.00	0.00e+00
BW25113_RS17920	b3461	100.000	852	1574.00	0.00e+00
BW25113_RS17925	b3462	100.000	1056	1951.00	0.00e+00
BW25113_RS17930	b3463	100.000	666	1230.00	0.00e+00
BW25113_RS17935	b3464	100.000	1491	2754.00	0.00e+00
BW25113_RS17940	b3465	100.000	594	1098.00	0.00e+00
BW25113_RS17945	b3466	100.000	267	494.00	1.67e-140
BW25113_RS17950	b3467	100.000	357	660.00	0.00e+00
BW25113_RS17955	b3468	100.000	624	1153.00	0.00e+00
BW25113_RS17960	b3469	100.000	2196	4056.00	0.00e+00
BW25113_RS17965	b3470	100.000	243	449.00	3.31e-127
BW25113_RS17970	b3471	100.000	663	1225.00	0.00e+00
BW25113_RS17975	b3472	100.000	555	1026.00	0.00e+00
BW25113_RS17980	b3473	100.000	1215	2244.00	0.00e+00
BW25113_RS17985	b3474	100.000	1047	1934.00	0.00e+00
BW25113_RS17990	b3475	100.000	585	1081.00	0.00e+00
BW25113_RS17995	b3476	100.000	1572	2904.00	0.00e+00
BW25113_RS18000	b3477	100.000	942	1740.00	0.00e+00
BW25113_RS18005	b3478	100.000	831	1535.00	0.00e+00
BW25113_RS18010	b3479	100.000	762	1408.00	0.00e+00
BW25113_RS18015	b3480	100.000	804	1485.00	0.00e+00
BW25113_RS18020	b3481	100.000	399	737.00	0.00e+00
BW25113_RS18025	b3482	100.000	4233	7817.00	0.00e+00
BW25113_RS18030	b3483	100.000	381	704.00	0.00e+00
BW25113_RS18040	b3484	100.000	1134	2095.00	0.00e+00
BW25113_RS18045	b3485	100.000	1122	2073.00	0.00e+00
BW25113_RS18050	b3486	100.000	2733	5048.00	0.00e+00
BW25113_RS18055	b3487	100.000	1065	1967.00	0.00e+00
BW25113_RS26220	b4790	100.000	111	206.00	3.25e-54
BW25113_RS18060	b3488	100.000	1620	2992.00	0.00e+00
BW25113_RS18080	b3491	100.000	1050	1940.00	0.00e+00
BW25113_RS18085	b3492	100.000	1200	2217.00	0.00e+00
BW25113_RS18090	b3493	100.000	1497	2765.00	0.00e+00
BW25113_RS18095	b3494	100.000	333	616.00	4.33e-177
BW25113_RS18100	b3495	100.000	432	798.00	0.00e+00
BW25113_RS26225	b4791	100.000	51	95.30	2.66e-21
BW25113_RS26230	b4792	100.000	51	95.30	2.66e-21
BW25113_RS18105	b3496	100.000	1467	2710.00	0.00e+00
BW25113_RS18110	b3497	100.000	750	1386.00	0.00e+00
BW25113_RS18115	b3498	100.000	2040	3768.00	0.00e+00
BW25113_RS18120	b3499	100.000	840	1552.00	0.00e+00
BW25113_RS18125	b3500	100.000	1350	2494.00	0.00e+00
BW25113_RS18130	b4613	100.000	81	150.00	1.05e-37
BW25113_RS18140	b3501	100.000	351	649.00	0.00e+00
BW25113_RS18145	b3502	100.000	1287	2377.00	0.00e+00
BW25113_RS18150	b3503	100.000	423	782.00	0.00e+00
BW25113_RS18155	b3504	100.000	744	1375.00	0.00e+00
BW25113_RS18160	b3505	100.000	978	1807.00	0.00e+00
BW25113_RS18170	b3506	100.000	564	1042.00	0.00e+00
BW25113_RS18175	b3507	100.000	528	976.00	0.00e+00
BW25113_RS18180	b3508	100.000	645	1192.00	0.00e+00
BW25113_RS18185	b3509	100.000	324	599.00	4.24e-172
BW25113_RS18190	b3510	100.000	330	610.00	2.00e-175
BW25113_RS18195	b3511	100.000	570	1053.00	0.00e+00
BW25113_RS18200	b3512	100.000	525	970.00	0.00e+00
BW25113_RS18210	b3513	100.000	1107	2045.00	0.00e+00
BW25113_RS18215	b3514	100.000	3111	5746.00	0.00e+00
BW25113_RS18220	b3515	100.000	726	1341.00	0.00e+00
BW25113_RS18225	b3516	100.000	822	1519.00	0.00e+00
BW25113_RS18230	b3517	100.000	1398	2582.00	0.00e+00
BW25113_RS18235	b3518	100.000	1395	2577.00	0.00e+00
BW25113_RS18240	b3519	100.000	1647	3042.00	0.00e+00
BW25113_RS18245	b3520	100.000	600	1109.00	0.00e+00
BW25113_RS18250	b3521	100.000	897	1657.00	0.00e+00
BW25113_RS18255	b3522	100.000	1011	1868.00	0.00e+00
BW25113_RS18260	b3523	100.000	1320	2438.00	0.00e+00
BW25113_RS18265	b3524	100.000	2058	3801.00	0.00e+00
BW25113_RS18270	b3525	100.000	765	1413.00	0.00e+00
BW25113_RS18280	b3526	100.000	927	1712.00	0.00e+00
BW25113_RS18285	b3527	100.000	1494	2760.00	0.00e+00
BW25113_RS18290	b3528	100.000	1284	2372.00	0.00e+00
BW25113_RS18295	b3529	100.000	1986	3668.00	0.00e+00
BW25113_RS18300	b3530	100.000	3471	6410.00	0.00e+00
BW25113_RS18305	b3531	100.000	1104	2039.00	0.00e+00
BW25113_RS18310	b3532	100.000	2337	4316.00	0.00e+00
BW25113_RS18315	b3533	100.000	2616	4831.00	0.00e+00
BW25113_RS18325	b3535	100.000	186	344.00	1.20e-95
BW25113_RS18330	b3536	100.000	1569	2898.00	0.00e+00
BW25113_RS18335	b3537	100.000	189	350.00	2.63e-97
BW25113_RS18340	b3538	100.000	1677	3097.00	0.00e+00
BW25113_RS23010	b4453	100.000	105	195.00	6.56e-51
BW25113_RS18355	b3539	100.000	1269	2344.00	0.00e+00
BW25113_RS18360	b3540	100.000	1002	1851.00	0.00e+00
BW25113_RS18365	b3541	100.000	981	1812.00	0.00e+00
BW25113_RS18370	b3542	100.000	900	1663.00	0.00e+00
BW25113_RS18375	b3543	100.000	1017	1879.00	0.00e+00
BW25113_RS18385	b3544	100.000	1605	2964.00	0.00e+00
BW25113_RS18400	b3546	100.000	1689	3120.00	0.00e+00
BW25113_RS18405	b3547	100.000	1206	2228.00	0.00e+00
BW25113_RS18410	b3548	100.000	696	1286.00	0.00e+00
BW25113_RS18415	b3549	100.000	561	1037.00	0.00e+00
BW25113_RS18420	b3550	100.000	438	809.00	0.00e+00
BW25113_RS18425	b3551	100.000	2331	4305.00	0.00e+00
BW25113_RS18430	b3552	100.000	657	1214.00	0.00e+00
BW25113_RS18435	b3553	100.000	972	1796.00	0.00e+00
BW25113_RS18440	b3554	100.000	708	1308.00	0.00e+00
BW25113_RS18445	b3555	100.000	288	532.00	3.84e-152
BW25113_RS18450	b3556	100.000	210	388.00	6.23e-109
BW25113_RS26235	b4793	100.000	69	128.00	3.98e-31
BW25113_RS18455	b4455	100.000	150	278.00	9.69e-76
BW25113_RS25300	b3558	100.000	849	1568.00	0.00e+00
BW25113_RS18470	b3559	100.000	2067	3818.00	0.00e+00
BW25113_RS18475	b3560	100.000	909	1679.00	0.00e+00
BW25113_RS18480	b4553	100.000	297	549.00	3.94e-157
BW25113_RS18485	b3561	100.000	993	1834.00	0.00e+00
BW25113_RS18490	b3562	100.000	435	804.00	0.00e+00
BW25113_RS18495	b3563	100.000	339	627.00	2.04e-180
BW25113_RS18500	b3564	100.000	1452	2682.00	0.00e+00
BW25113_RS18505	b3565	100.000	1320	2438.00	0.00e+00
BW25113_RS18510	b3566	100.000	990	1829.00	0.00e+00
BW25113_RS18515	b3567	100.000	1539	2843.00	0.00e+00
BW25113_RS18520	b3568	100.000	1179	2178.00	0.00e+00
BW25113_RS18525	b3569	100.000	1176	2172.00	0.00e+00
BW25113_RS18530	b3570	100.000	822	1519.00	0.00e+00
BW25113_RS18535	b3571	100.000	2028	3746.00	0.00e+00
BW25113_RS18540	b3572	100.000	1251	2311.00	0.00e+00
BW25113_RS18550	b3573	100.000	471	870.00	0.00e+00
BW25113_RS18555	b3574	100.000	846	1563.00	0.00e+00
BW25113_RS18560	b3575	100.000	996	1840.00	0.00e+00
BW25113_RS18565	b3576	100.000	465	859.00	0.00e+00
BW25113_RS18570	b3577	100.000	471	870.00	0.00e+00
BW25113_RS18575	b3578	100.000	1275	2355.00	0.00e+00
BW25113_RS18580	b3579	100.000	984	1818.00	0.00e+00
BW25113_RS18585	b3580	100.000	1494	2760.00	0.00e+00
BW25113_RS18590	b3581	100.000	660	1219.00	0.00e+00
BW25113_RS18595	b3582	100.000	858	1585.00	0.00e+00
BW25113_RS18600	b3583	100.000	693	1280.00	0.00e+00
BW25113_RS18605	b3584	100.000	738	1363.00	0.00e+00
BW25113_RS18610	b3585	100.000	972	1796.00	0.00e+00
BW25113_RS18615	b3586	100.000	1134	2095.00	0.00e+00
BW25113_RS18620	b3587	100.000	321	593.00	1.95e-170
BW25113_RS18630	b3588	100.000	1536	2837.00	0.00e+00
BW25113_RS18635	b3589	100.000	1149	2122.00	0.00e+00
BW25113_RS18640	b3590	100.000	1842	3402.00	0.00e+00
BW25113_RS18645	b3591	100.000	1389	2566.00	0.00e+00
BW25113_RS18650	b3592	100.000	606	1120.00	0.00e+00
BW25113_RS18655	b3593	100.000	4131	7629.00	0.00e+00
BW25113_RS18660	b3594	100.000	840	1552.00	0.00e+00
BW25113_RS18670	b3596	100.000	459	848.00	0.00e+00
BW25113_RS26240	b4615	100.000	333	616.00	6.90e-177
BW25113_RS18680	b3597	100.000	1134	2095.00	0.00e+00
BW25113_RS18685	b3598	100.000	360	665.00	0.00e+00
BW25113_RS18690	b3599	100.000	1911	3530.00	0.00e+00
BW25113_RS18695	b3600	100.000	1146	2117.00	0.00e+00
BW25113_RS18700	b3601	100.000	585	1081.00	0.00e+00
BW25113_RS18705	b4554	100.000	207	383.00	2.85e-107
BW25113_RS18710	b3602	100.000	360	665.00	0.00e+00
BW25113_RS18715	b3603	100.000	1653	3053.00	0.00e+00
BW25113_RS18720	b3604	100.000	774	1430.00	0.00e+00
BW25113_RS18725	b3605	100.000	1188	2194.00	0.00e+00
BW25113_RS18730	b3606	100.000	471	870.00	0.00e+00
BW25113_RS18735	b3607	100.000	819	1513.00	0.00e+00
BW25113_RS18740	b3608	100.000	1017	1879.00	0.00e+00
BW25113_RS18745	b3609	100.000	465	859.00	0.00e+00
BW25113_RS18750	b3610	100.000	249	460.00	1.57e-130
BW25113_RS18755	b3611	100.000	429	793.00	0.00e+00
BW25113_RS18760	b3612	100.000	1542	2848.00	0.00e+00
BW25113_RS18765	b3613	100.000	1257	2322.00	0.00e+00
BW25113_RS18770	b3614	100.000	957	1768.00	0.00e+00
BW25113_RS18775	b3615	100.000	1032	1906.00	0.00e+00
BW25113_RS18780	b3616	100.000	1023	1890.00	0.00e+00
BW25113_RS18785	b3617	100.000	1194	2206.00	0.00e+00
BW25113_RS18790	b3618	100.000	855	1580.00	0.00e+00
BW25113_RS18795	b3619	100.000	930	1718.00	0.00e+00
BW25113_RS18800	b3620	100.000	1044	1929.00	0.00e+00
BW25113_RS18805	b3621	100.000	957	1768.00	0.00e+00
BW25113_RS18810	b3622	100.000	1257	2322.00	0.00e+00
BW25113_RS18815	b3623	100.000	1071	1978.00	0.00e+00
BW25113_RS18820	b3624	100.000	849	1568.00	0.00e+00
BW25113_RS18825	b3625	100.000	696	1286.00	0.00e+00
BW25113_RS18830	b3626	100.000	1014	1873.00	0.00e+00
BW25113_RS18835	b3627	100.000	1017	1879.00	0.00e+00
BW25113_RS18840	b3628	100.000	1077	1989.00	0.00e+00
BW25113_RS18845	b3629	100.000	933	1724.00	0.00e+00
BW25113_RS18850	b3630	100.000	795	1469.00	0.00e+00
BW25113_RS18855	b3631	100.000	1122	2073.00	0.00e+00
BW25113_RS18860	b3632	100.000	1032	1906.00	0.00e+00
BW25113_RS18865	b3633	100.000	1275	2355.00	0.00e+00
BW25113_RS18870	b3634	100.000	477	881.00	0.00e+00
BW25113_RS18875	b3635	100.000	807	1491.00	0.00e+00
BW25113_RS18880	b3636	100.000	165	305.00	4.96e-84
BW25113_RS18885	b3637	100.000	234	433.00	3.20e-122
BW25113_RS18890	b3638	100.000	666	1230.00	0.00e+00
BW25113_RS18895	b3639	100.000	1218	2250.00	0.00e+00
BW25113_RS18900	b3640	100.000	456	843.00	0.00e+00
BW25113_RS18905	b3641	100.000	594	1098.00	0.00e+00
BW25113_RS18910	b3642	100.000	639	1181.00	0.00e+00
BW25113_RS18915	b3643	100.000	684	1264.00	0.00e+00
BW25113_RS18920	b3644	100.000	861	1591.00	0.00e+00
BW25113_RS18925	b3645	100.000	822	1519.00	0.00e+00
BW25113_RS18930	b3646	100.000	615	1136.00	0.00e+00
BW25113_RS18935	b3647	100.000	1680	3103.00	0.00e+00
BW25113_RS18940	b3648	100.000	621	1147.00	0.00e+00
BW25113_RS18945	b3649	100.000	273	505.00	7.91e-144
BW25113_RS18950	b3650	100.000	2106	3890.00	0.00e+00
BW25113_RS18955	b3651	100.000	687	1269.00	0.00e+00
BW25113_RS18960	b3652	100.000	2079	3840.00	0.00e+00
BW25113_RS18965	b3653	100.000	1203	2222.00	0.00e+00
BW25113_RS18970	b3654	100.000	1389	2566.00	0.00e+00
BW25113_RS18975	b3655	100.000	1707	3153.00	0.00e+00
BW25113_RS18980	b3656	100.000	2316	4277.00	0.00e+00
BW25113_RS18985	b3657	100.000	1380	2549.00	0.00e+00
BW25113_RS19000	b3659	100.000	1182	2183.00	0.00e+00
BW25113_RS19005	b3660	100.000	921	1701.00	0.00e+00
BW25113_RS19010	b3661	100.000	816	1507.00	0.00e+00
BW25113_RS19020	b4555	100.000	291	538.00	8.35e-154
BW25113_RS19025	b3662	100.000	1188	2194.00	0.00e+00
BW25113_RS19030	b3663	100.000	450	832.00	0.00e+00
BW25113_RS19035	b3664	100.000	1332	2460.00	0.00e+00
BW25113_RS19040	b3665	100.000	1764	3258.00	0.00e+00
BW25113_RS19045	b3666	100.000	1389	2566.00	0.00e+00
BW25113_RS19050	b3667	100.000	1317	2433.00	0.00e+00
BW25113_RS19055	b3668	100.000	1500	2771.00	0.00e+00
BW25113_RS19060	b3669	100.000	588	1086.00	0.00e+00
BW25113_RS19065	b3670	100.000	288	532.00	3.84e-152
BW25113_RS19070	b3671	100.000	1686	3114.00	0.00e+00
BW25113_RS19075	b3672	100.000	96	178.00	5.99e-46
BW25113_RS19090	b4618	100.000	87	161.00	5.33e-41
BW25113_RS26250	b4798	100.000	72	134.00	9.06e-33
BW25113_RS19095	b3673	100.000	1182	2183.00	0.00e+00
BW25113_RS19100	b3674	100.000	495	915.00	0.00e+00
BW25113_RS19105	b3675	100.000	360	665.00	0.00e+00
BW25113_RS19110	b3676	100.000	345	638.00	0.00e+00
BW25113_RS19115	b3677	100.000	447	826.00	0.00e+00
BW25113_RS19120	b3678	100.000	1491	2754.00	0.00e+00
BW25113_RS19125	b3679	100.000	1713	3164.00	0.00e+00
BW25113_RS19130	b3680	100.000	891	1646.00	0.00e+00
BW25113_RS19145	b3683	100.000	1104	2039.00	0.00e+00
BW25113_RS19150	b3684	100.000	714	1319.00	0.00e+00
BW25113_RS19155	b3685	100.000	1659	3064.00	0.00e+00
BW25113_RS19160	b3686	100.000	426	787.00	0.00e+00
BW25113_RS19165	b3687	100.000	411	760.00	0.00e+00
BW25113_RS19170	b3688	100.000	330	610.00	2.00e-175
BW25113_RS19175	b3689	100.000	1212	2239.00	0.00e+00
BW25113_RS19180	b3690	100.000	1062	1962.00	0.00e+00
BW25113_RS19185	b3691	100.000	1290	2383.00	0.00e+00
BW25113_RS19190	b4478	100.000	1146	2117.00	0.00e+00
BW25113_RS19195	b4477	100.000	615	1136.00	0.00e+00
BW25113_RS19200	b3693	100.000	876	1618.00	0.00e+00
BW25113_RS19205	b4479	100.000	687	1269.00	0.00e+00
BW25113_RS19210	b3696	100.000	654	1208.00	0.00e+00
BW25113_RS19215	b3697	100.000	810	1496.00	0.00e+00
BW25113_RS19220	b3698	100.000	396	732.00	0.00e+00
BW25113_RS19230	b3699	100.000	2412	4455.00	0.00e+00
BW25113_RS19235	b3700	100.000	1071	1978.00	0.00e+00
BW25113_RS19240	b3701	100.000	1098	2028.00	0.00e+00
BW25113_RS19245	b3702	100.000	1401	2588.00	0.00e+00
BW25113_RS25780	b4757	100.000	78	145.00	4.66e-36
BW25113_RS19250	b3703	100.000	138	255.00	4.12e-69
BW25113_RS19255	b3704	100.000	357	660.00	0.00e+00
BW25113_RS19260	b4557	100.000	255	472.00	7.45e-134
BW25113_RS19265	b3705	100.000	1644	3037.00	0.00e+00
BW25113_RS19270	b3706	100.000	1362	2516.00	0.00e+00
BW25113_RS19275	b3707	100.000	72	134.00	9.06e-33
BW25113_RS19280	b3708	100.000	1413	2610.00	0.00e+00
BW25113_RS19285	b3709	100.000	1245	2300.00	0.00e+00
BW25113_RS19290	b3710	100.000	1173	2167.00	0.00e+00
BW25113_RS19295	b3711	100.000	957	1768.00	0.00e+00
BW25113_RS19300	b3712	100.000	747	1380.00	0.00e+00
BW25113_RS19305	b3713	100.000	564	1042.00	0.00e+00
