BL21,Nissle_1917,O157_H7
ECD_02315,HW372_06915,ECs_3287
ECD_02316,HW372_06910,ECs_3288
ECD_02317,HW372_06905,ECs_3289
ECD_02318,HW372_06900,ECs_3290
ECD_02319,HW372_06895,ECs_3291
ECD_02320,,
ECD_02321,HW372_06890,ECs_3292
ECD_02322,HW372_06885,ECs_3293
ECD_02323,HW372_06880,ECs_3294
ECD_02324,HW372_06875,ECs_3295
ECD_02325,HW372_06870,ECs_3296
ECD_02326,HW372_06865,ECs_3297
ECD_02327,,ECs_3298
ECD_02328,HW372_06860,ECs_3299
ECD_02329,HW372_06855,ECs_3300
ECD_02330,,
ECD_02331,HW372_06850,ECs_3302
ECD_02332,HW372_06845,ECs_3303
ECD_02333,HW372_06840,ECs_3304
ECD_02334,HW372_06835,ECs_3305
ECD_02335,HW372_06830,ECs_3306
ECD_02336,HW372_06825,ECs_3307
ECD_02337,HW372_06820,ECs_3308
ECD_02338,HW372_06815,ECs_3309
ECD_02339,HW372_06810,ECs_3310
ECD_02340,HW372_06805,ECs_3311
ECD_02341,HW372_06800,ECs_3312
ECD_02342,HW372_06795,ECs_3313
ECD_02343,HW372_06790,ECs_3314
ECD_02344,HW372_06785,ECs_3315
ECD_02345,HW372_06780,ECs_3316
ECD_02346,HW372_06775,ECs_3317
ECD_02347,HW372_06770,ECs_3318
ECD_02348,HW372_06765,ECs_3319
ECD_02349,HW372_06760,ECs_3320
ECD_02350,HW372_06755,ECs_3321
ECD_02351,HW372_06750,ECs_3322
ECD_02352,HW372_06745,ECs_3323
ECD_02353,HW372_06740,ECs_3324
ECD_02354,HW372_06735,ECs_3325
ECD_02355,HW372_06730,ECs_3326
ECD_02356,HW372_06725,ECs_3327
ECD_02357,HW372_06720,ECs_3328
ECD_02358,HW372_06715,ECs_3329
ECD_02359,HW372_06710,ECs_3330
ECD_02360,HW372_06705,ECs_3331
ECD_02361,HW372_06700,ECs_3332
ECD_02362,HW372_06690,ECs_3333
ECD_02363,HW372_06685,ECs_3334
ECD_02364,HW372_06680,ECs_5749
ECD_02365,HW372_06675,ECs_3335
ECD_02366,HW372_06670,ECs_3336
ECD_02367,HW372_06665,ECs_3337
ECD_02368,HW372_06660,ECs_3338
ECD_02369,HW372_06655,ECs_3339
ECD_02370,HW372_06650,ECs_3340
ECD_02371,HW372_06645,ECs_3341
ECD_02372,HW372_06640,ECs_3342
ECD_02373,,ECs_3343
ECD_02374,,ECs_3344
ECD_02376,,ECs_3346
ECD_02377,,ECs_3347
ECD_02378,,ECs_3348
ECD_02379,,ECs_3349
ECD_02380,,ECs_3350
ECD_02381,,ECs_3351
ECD_02382,,ECs_3352
ECD_02383,,ECs_3353
ECD_02384,,ECs_3354
ECD_02385,HW372_06635,ECs_3355
ECD_02386,HW372_06630,ECs_3356
ECD_02387,HW372_06625,ECs_3357
ECD_02388,HW372_06620,ECs_3358
ECD_02389,HW372_06615,ECs_3359
ECD_02390,HW372_06610,ECs_3360
ECD_02391,HW372_06605,ECs_3361
ECD_02392,HW372_06600,ECs_3362
ECD_02393,HW372_06595,ECs_3363
ECD_02394,HW372_06590,ECs_3364
ECD_02395,HW372_06585,ECs_3365
ECD_02396,HW372_06575,ECs_3366
ECD_02397,HW372_06570,ECs_3367
ECD_02398,HW372_06565,ECs_3368
ECD_02399,HW372_06560,ECs_3369
ECD_02400,HW372_06555,ECs_3370
ECD_02401,HW372_06550,ECs_3371
ECD_02402,HW372_06530,ECs_3372
ECD_02403,HW372_06525,ECs_3373
ECD_02404,HW372_06520,ECs_3374
ECD_02405,HW372_06515,ECs_3375
ECD_02406,HW372_06510,ECs_3376
ECD_02407,HW372_06505,ECs_3377
ECD_02408,HW372_06500,ECs_3378
ECD_02409,HW372_06495,ECs_3379
ECD_02410,HW372_06490,ECs_3380
ECD_02411,HW372_06485,ECs_3385
ECD_02412,HW372_06480,ECs_3386
ECD_02413,HW372_06475,ECs_3387
ECD_02414,HW372_06470,ECs_3388
ECD_02415,HW372_06465,ECs_3389
ECD_02416,HW372_06460,ECs_3390
ECD_02417,HW372_06455,ECs_3391
ECD_02418,HW372_06450,ECs_3392
ECD_02419,HW372_06445,ECs_3393
ECD_02420,HW372_06440,ECs_3394
ECD_02421,HW372_06435,ECs_3395
ECD_02422,HW372_06430,ECs_3396
ECD_02423,HW372_06425,ECs_3397
ECD_02424,HW372_06420,ECs_3398
ECD_02425,HW372_06415,ECs_3399
ECD_02426,HW372_06410,ECs_3400
ECD_02427,HW372_06405,ECs_3401
ECD_02428,HW372_06400,ECs_3402
ECD_02429,,ECs_3403
ECD_02430,,ECs_3404
ECD_02431,,ECs_3405
ECD_02432,,ECs_3406
ECD_02433,,ECs_3407
ECD_02434,,ECs_3408
ECD_02435,HW372_06395,ECs_3409
ECD_02436,HW372_06390,ECs_3410
ECD_02437,HW372_06385,
ECD_02438,HW372_06380,ECs_3412
ECD_02439,HW372_06375,ECs_3413
ECD_02440,HW372_06370,ECs_3414
ECD_02441,HW372_06365,ECs_3415
ECD_02442,HW372_06360,ECs_3416
ECD_02443,HW372_06355,ECs_3417
ECD_02444,HW372_06350,ECs_3418
ECD_02445,HW372_06345,ECs_3419
ECD_02446,HW372_06340,ECs_3420
ECD_02447,HW372_06335,ECs_3421
ECD_02448,HW372_06330,ECs_3422
ECD_02449,HW372_06325,ECs_3423
ECD_02453,HW372_06315,ECs_3425
ECD_02454,HW372_06310,ECs_3426
ECD_02455,HW372_06305,ECs_3427
ECD_02456,HW372_06300,ECs_3428
ECD_02457,HW372_06290,ECs_3429
ECD_02458,HW372_06285,ECs_3430
ECD_02459,HW372_06280,ECs_3431
ECD_02460,HW372_06275,ECs_3432
ECD_02461,HW372_06270,ECs_3433
ECD_02462,HW372_06265,ECs_3434
ECD_02463,HW372_06260,ECs_3435
ECD_02464,HW372_06255,ECs_3436
ECD_02465,HW372_06250,ECs_3437
ECD_02466,HW372_06245,ECs_3438
ECD_02467,HW372_06240,ECs_3439
ECD_02468,HW372_06230,ECs_3440
ECD_02469,HW372_06225,ECs_3441
ECD_02470,HW372_06220,ECs_3442
ECD_02471,HW372_06215,ECs_3443
ECD_02472,HW372_06210,ECs_3444
ECD_02473,HW372_06205,ECs_3445
ECD_02474,HW372_06200,ECs_3446
ECD_02475,HW372_06195,ECs_3447
ECD_02476,HW372_06190,ECs_3448
ECD_02477,HW372_06185,ECs_3449
ECD_02478,HW372_06180,ECs_3450
ECD_02479,HW372_06175,ECs_3452
ECD_02480,HW372_06170,ECs_3453
ECD_02481,HW372_06165,ECs_3454
ECD_02482,HW372_06140,ECs_3455
ECD_02483,HW372_06135,ECs_3456
ECD_02484,HW372_06130,ECs_3457
ECD_02485,HW372_06125,ECs_3458
ECD_02486,HW372_06120,ECs_3460
ECD_02487,,
ECD_02488,HW372_06110,ECs_3462
ECD_02489,HW372_06105,ECs_3463
ECD_02490,HW372_06100,ECs_3464
ECD_02491,HW372_06095,ECs_3465
ECD_02492,HW372_06090,ECs_3466
ECD_02493,HW372_06085,ECs_3467
ECD_02494,HW372_06080,ECs_3468
ECD_02495,HW372_06075,ECs_3469
ECD_02496,HW372_06070,ECs_3470
ECD_02497,HW372_06065,ECs_3471
ECD_02498,HW372_06060,ECs_3472
ECD_02499,HW372_06055,ECs_3473
ECD_02500,HW372_06050,ECs_3474
ECD_02501,HW372_06045,ECs_3475
ECD_02502,HW372_06040,ECs_3476
ECD_02503,HW372_06035,ECs_3477
ECD_02504,HW372_06030,ECs_3478
ECD_02505,HW372_06025,ECs_3479
ECD_02506,HW372_06020,ECs_3480
ECD_02507,HW372_06015,ECs_3481
ECD_02508,HW372_06010,ECs_3482
ECD_02509,HW372_08035,
ECD_02510,,
ECD_02511,,
ECD_02512,,
ECD_02513,,
ECD_02515,HW372_06000,ECs_3520
ECD_02516,HW372_05995,ECs_3521
ECD_02517,HW372_05990,ECs_3522
ECD_02518,HW372_05985,ECs_3523
ECD_02519,HW372_05980,ECs_3524
ECD_02520,HW372_05975,ECs_3525
ECD_02521,HW372_05970,ECs_3526
ECD_02522,HW372_05965,ECs_3527
ECD_02523,HW372_05960,ECs_3528
ECD_02524,HW372_05955,ECs_3529
ECD_02525,HW372_05950,ECs_3530
ECD_02526,HW372_05945,ECs_3531
ECD_02527,HW372_05940,ECs_3532
ECD_02528,HW372_05935,ECs_3533
ECD_02529,HW372_05920,ECs_3536
ECD_02530,HW372_05915,ECs_3537
ECD_02531,HW372_05910,ECs_3538
ECD_02532,HW372_05905,ECs_3539
ECD_02533,HW372_05900,ECs_3540
ECD_02534,HW372_05895,ECs_3541
ECD_02535,HW372_05890,ECs_3542
ECD_02536,HW372_05885,ECs_3543
ECD_02537,HW372_05880,ECs_3544
ECD_02538,HW372_05875,ECs_3545
ECD_02539,HW372_05870,ECs_3546
ECD_02540,HW372_05865,ECs_3547
ECD_02541,HW372_05860,ECs_3548
ECD_02542,HW372_05845,ECs_3549
ECD_02543,HW372_05840,ECs_3550
ECD_02544,HW372_05835,ECs_3551
ECD_02545,HW372_05830,ECs_3552
ECD_02546,HW372_05800,ECs_3553
ECD_02547,HW372_05795,ECs_3554
ECD_02548,HW372_05790,ECs_3555
ECD_02549,HW372_05785,ECs_3556
ECD_02550,HW372_05780,ECs_3557
ECD_02551,HW372_05775,ECs_3558
ECD_02552,HW372_05770,
ECD_02553,HW372_05765,
ECD_02554,HW372_05760,ECs_3560
ECD_02555,HW372_05755,ECs_3561
ECD_02556,HW372_05750,ECs_3562
ECD_02557,HW372_05745,ECs_3563
ECD_02558,HW372_05740,ECs_3564
ECD_02559,HW372_05735,ECs_3565
ECD_02560,HW372_05730,ECs_3566
ECD_02561,HW372_05725,ECs_3567
ECD_02562,HW372_05720,ECs_3568
ECD_02563,HW372_05715,ECs_3569
ECD_02564,,ECs_3570
ECD_02565,,
ECD_02566,HW372_23880,ECs_3572
ECD_02567,HW372_05690,ECs_3573
ECD_02568,HW372_05685,ECs_3574
ECD_02569,HW372_05680,ECs_3575
ECD_02570,HW372_05675,ECs_3576
ECD_02571,HW372_05670,ECs_3577
ECD_02572,HW372_05665,ECs_3578
ECD_02573,HW372_05660,ECs_3579
ECD_02574,HW372_05655,ECs_3580
ECD_02575,HW372_05650,ECs_3581
ECD_02576,HW372_05645,ECs_3582
ECD_02577,HW372_05640,ECs_3583
ECD_02578,HW372_05635,ECs_3584
ECD_02579,HW372_05630,ECs_3585
ECD_02580,HW372_05625,ECs_3586
ECD_02581,HW372_05620,ECs_3587
ECD_02582,HW372_05610,ECs_3588
ECD_02583,HW372_05605,ECs_3589
ECD_02584,HW372_05600,ECs_3590
ECD_02585,HW372_05595,
ECD_02586,HW372_05590,
ECD_02587,HW372_05585,
ECD_02588,HW372_05580,ECs_3660
ECD_02589,HW372_05575,
ECD_02590,HW372_05570,
ECD_02591,HW372_05555,ECs_3595
ECD_02592,HW372_05550,ECs_3596
ECD_02593,HW372_05545,ECs_3597
ECD_02594,HW372_05540,ECs_3598
ECD_02595,HW372_05535,ECs_3599
ECD_02596,HW372_05530,ECs_3600
ECD_02597,HW372_05525,ECs_3601
ECD_02598,HW372_05520,ECs_3602
ECD_02599,HW372_05515,ECs_3603
ECD_02600,HW372_05510,ECs_3604
ECD_02601,HW372_05505,ECs_3605
ECD_02602,HW372_05500,ECs_3606
ECD_02603,HW372_05495,ECs_3607
ECD_02607,HW372_05485,ECs_3617
ECD_02608,HW372_05480,ECs_3618
ECD_02609,HW372_05475,ECs_3619
ECD_02610,HW372_05470,ECs_3620
ECD_02611,HW372_05465,ECs_3621
ECD_02612,HW372_05460,ECs_3622
ECD_02613,HW372_05455,ECs_3623
ECD_02614,HW372_05450,
ECD_02615,HW372_05445,ECs_3626
ECD_02616,HW372_05440,
ECD_02617,HW372_05435,ECs_3629
ECD_02618,HW372_05430,ECs_3630
ECD_02619,HW372_05425,ECs_3631
ECD_02620,HW372_05420,ECs_3632
ECD_02621,,
ECD_02622,HW372_05415,ECs_3633
ECD_02623,HW372_05395,ECs_3638
ECD_02624,HW372_05390,ECs_3639
ECD_02625,HW372_05385,ECs_3640
ECD_02626,HW372_05380,ECs_3641
ECD_02627,,ECs_3642
ECD_02628,,ECs_3643
ECD_02629,HW372_05375,ECs_3644
ECD_02630,HW372_05370,ECs_3645
ECD_02631,HW372_05365,ECs_3646
ECD_02632,HW372_05360,ECs_3647
ECD_02633,HW372_05355,
ECD_02634,HW372_05350,ECs_3649
ECD_02635,HW372_05345,ECs_3650
ECD_02636,HW372_05340,ECs_3651
ECD_02637,HW372_05335,ECs_3652
ECD_02638,HW372_05325,ECs_3653
ECD_02639,HW372_05320,ECs_3654
ECD_02640,HW372_05315,ECs_3655
ECD_02641,HW372_05310,ECs_3656
ECD_02642,HW372_05305,ECs_3657
ECD_02643,HW372_05300,ECs_3658
ECD_02644,HW372_05295,ECs_3659
ECD_02648,,
ECD_02649,,
ECD_02650,,
ECD_02651,,
ECD_02652,,
ECD_02653,HW372_05280,ECs_3662
ECD_02654,HW372_05275,ECs_3663
ECD_02655,HW372_05270,ECs_3664
ECD_02656,HW372_05265,ECs_3665
ECD_02657,HW372_05260,ECs_3666
ECD_02658,HW372_05255,ECs_3667
ECD_02659,HW372_05250,ECs_3668
ECD_02660,HW372_05245,ECs_3669
ECD_02661,HW372_05240,ECs_3670
ECD_02662,HW372_05235,ECs_3671
ECD_02663,HW372_05230,ECs_3672
ECD_02664,HW372_05225,ECs_3673
ECD_02665,HW372_05085,ECs_3674
ECD_02666,HW372_05080,ECs_3675
ECD_02667,HW372_05075,ECs_3676
ECD_02668,HW372_05070,ECs_3677
ECD_02669,HW372_05065,ECs_3678
ECD_02670,HW372_05060,ECs_3679
ECD_02671,HW372_05055,ECs_3680
ECD_02672,HW372_05050,ECs_3681
ECD_02673,HW372_05045,ECs_3682
ECD_02674,HW372_05040,ECs_3683
ECD_02675,HW372_05035,ECs_3684
ECD_02676,HW372_05030,ECs_3685
ECD_02677,HW372_05025,ECs_3686
ECD_02678,HW372_05020,ECs_3687
ECD_02679,HW372_05015,ECs_3688
ECD_02680,HW372_05010,ECs_3689
ECD_02681,HW372_05005,ECs_3690
ECD_02682,HW372_05000,ECs_3691
ECD_02683,HW372_04995,ECs_3692
ECD_02684,HW372_04990,ECs_3693
ECD_02685,HW372_04985,ECs_3694
ECD_02686,HW372_04980,ECs_3695
ECD_02687,HW372_04975,ECs_3696
ECD_02688,HW372_04970,ECs_3697
ECD_02689,HW372_04965,ECs_3698
ECD_02691,HW372_04955,ECs_3700
ECD_02692,HW372_04950,ECs_3701
ECD_02693,HW372_04945,ECs_3702
ECD_02694,,ECs_3703
ECD_02695,,
ECD_02696,,
ECD_02697,,ECs_3737
ECD_02698,HW372_04935,ECs_3738
ECD_02699,HW372_04930,ECs_3739
ECD_02700,HW372_04925,ECs_3740
ECD_02701,HW372_04920,ECs_3741
ECD_02702,HW372_04915,ECs_3742
ECD_02703,HW372_04910,ECs_3743
ECD_02704,HW372_04905,ECs_3744
ECD_02705,HW372_04900,ECs_3745
ECD_02706,HW372_04895,ECs_3746
ECD_02707,HW372_04890,ECs_3747
ECD_02708,HW372_04885,ECs_3748
ECD_02709,HW372_04880,ECs_3749
ECD_02710,HW372_04875,ECs_3750
ECD_02711,HW372_04870,ECs_3751
ECD_02712,HW372_04865,ECs_3752
ECD_02713,HW372_04860,ECs_3753
ECD_02714,HW372_04855,ECs_3754
ECD_02715,HW372_04850,ECs_3755
ECD_02716,HW372_04845,ECs_3756
ECD_02717,HW372_04840,ECs_3757
ECD_02718,HW372_04835,
ECD_02719,HW372_04830,ECs_3759
ECD_02720,HW372_04825,ECs_3760
ECD_02721,HW372_04810,ECs_3761
ECD_02722,HW372_04805,ECs_3762
ECD_02723,HW372_04800,ECs_3763
ECD_02724,HW372_04795,ECs_3764
ECD_02725,HW372_04790,ECs_3765
ECD_02726,HW372_04785,ECs_3766
ECD_02727,HW372_04780,ECs_3767
ECD_02728,HW372_04775,ECs_3768
ECD_02729,HW372_04770,ECs_3769
ECD_02730,HW372_04765,ECs_3770
ECD_02731,HW372_04760,ECs_3771
ECD_02732,HW372_04755,ECs_3772
ECD_02733,HW372_04750,ECs_3773
ECD_02734,,
ECD_02735,HW372_04745,ECs_3774
ECD_02736,HW372_04740,ECs_3775
ECD_02737,HW372_04735,ECs_3776
ECD_02738,HW372_04725,ECs_3777
ECD_02739,HW372_04720,ECs_3778
ECD_02740,HW372_04715,ECs_3779
ECD_02741,HW372_04710,ECs_3780
ECD_02742,HW372_04705,ECs_3781
ECD_02743,HW372_04695,ECs_3782
ECD_02744,HW372_04685,ECs_3784
ECD_02745,HW372_04680,ECs_3785
ECD_02746,HW372_04675,
ECD_02747,HW372_04670,ECs_3786
ECD_02748,HW372_04665,ECs_3787
ECD_02749,,ECs_3788
ECD_02750,,ECs_3789
ECD_02751,,ECs_3790
ECD_02752,HW372_04660,
ECD_02753,HW372_04655,ECs_3793
ECD_02754,HW372_04650,ECs_3794
ECD_02755,HW372_04645,ECs_3795
ECD_02756,HW372_04640,ECs_3796
ECD_02757,HW372_04635,ECs_3797
ECD_02758,HW372_04630,ECs_3798
ECD_02759,HW372_04600,ECs_3804
ECD_02760,HW372_04595,ECs_3805
ECD_02761,,ECs_3806
ECD_02762,HW372_04585,ECs_3807
ECD_02763,HW372_04580,ECs_3808
ECD_02764,HW372_04575,ECs_3809
ECD_02765,HW372_04565,ECs_3810
ECD_02766,HW372_04560,ECs_3811
ECD_02767,HW372_04555,ECs_3812
ECD_02768,HW372_04545,ECs_3814
ECD_02769,HW372_04540,ECs_3815
ECD_02770,HW372_04535,ECs_3816
ECD_02771,,ECs_3817
ECD_02772,HW372_04530,ECs_3818
ECD_02773,HW372_04525,ECs_3819
ECD_02774,HW372_04520,ECs_3820
ECD_02775,HW372_04515,ECs_3821
ECD_02776,HW372_04510,ECs_3822
ECD_02777,HW372_04505,ECs_3823
ECD_02778,HW372_04500,ECs_3824
ECD_02779,HW372_04495,ECs_3825
ECD_02780,HW372_04490,ECs_3826
ECD_02781,HW372_04485,ECs_3827
ECD_02782,HW372_04480,ECs_3828
ECD_02783,HW372_04475,ECs_3829
ECD_02784,HW372_04470,ECs_3830
ECD_02785,HW372_04465,ECs_3831
ECD_02786,HW372_04460,ECs_3832
ECD_02787,HW372_04455,ECs_3833
ECD_02788,HW372_04450,ECs_3834
ECD_02789,HW372_04445,ECs_3835
ECD_02790,HW372_04440,ECs_3836
ECD_02791,HW372_04435,ECs_3837
ECD_02792,HW372_04430,ECs_3838
ECD_02793,HW372_04425,ECs_3839
ECD_02794,HW372_04420,ECs_3840
ECD_02795,HW372_04415,ECs_3841
ECD_02796,HW372_04410,ECs_3842
ECD_02797,,
ECD_02798,HW372_20685,
ECD_02811,,
ECD_02812,,
ECD_02813,,
ECD_02814,HW372_04010,
ECD_02815,HW372_04005,
ECD_02816,HW372_04000,
ECD_02817,HW372_03995,
ECD_02818,HW372_03990,
ECD_02819,HW372_03985,
ECD_02820,,
ECD_02821,,
ECD_02822,,
ECD_02825,,
ECD_02826,,
ECD_02827,HW372_03950,
ECD_02828,HW372_03945,
ECD_02829,HW372_03940,etpM
ECD_02831,HW372_03930,etpK
ECD_02832,HW372_03925,etpJ
ECD_02833,HW372_03920,
ECD_02834,HW372_03915,
ECD_02835,HW372_03910,etpG
ECD_02836,HW372_03905,etpF
ECD_02837,HW372_03900,etpE
ECD_02838,HW372_03895,etpD
ECD_02839,HW372_03890,etpC
ECD_02840,HW372_03885,
ECD_02841,HW372_03880,etpN
ECD_02842,HW372_03875,
ECD_02843,HW372_03870,
ECD_02844,HW372_03865,
ECD_02845,HW372_03860,
ECD_02846,HW372_03855,
ECD_02847,HW372_03850,
ECD_02848,HW372_03845,
ECD_02849,HW372_03840,
ECD_02850,HW372_03835,
ECD_02851,HW372_03830,
ECD_02852,HW372_03825,
ECD_02853,HW372_03820,
ECD_02854,HW372_03815,
ECD_02855,HW372_03810,
ECD_02856,HW372_03805,
ECD_02857,HW372_03800,
ECD_02858,HW372_03795,
ECD_02859,HW372_03790,
ECD_02860,HW372_03785,
ECD_02861,HW372_03780,
ECD_02862,HW372_03775,
ECD_02863,HW372_03770,
ECD_02864,HW372_03765,ECs_3873
ECD_02865,HW372_03760,ECs_3874
ECD_02866,HW372_03755,ECs_3875
ECD_02867,HW372_03750,ECs_3876
ECD_02868,HW372_03745,ECs_3877
ECD_02869,HW372_03740,ECs_3878
ECD_02870,HW372_03735,ECs_3879
ECD_02871,HW372_03730,ECs_3880
ECD_02872,HW372_03725,ECs_3881
ECD_02873,HW372_03720,ECs_3882
ECD_02874,HW372_03715,ECs_3883
ECD_02875,HW372_03710,ECs_3884
ECD_02876,HW372_03705,ECs_3885
ECD_02877,HW372_03700,ECs_3886
ECD_02878,HW372_03695,ECs_3887
ECD_02879,HW372_03690,ECs_3889
ECD_02880,HW372_03685,ECs_3890
ECD_02881,HW372_03680,ECs_3892
ECD_02882,HW372_03675,ECs_3893
ECD_02883,HW372_03670,ECs_3894
ECD_02884,HW372_03665,ECs_3895
ECD_02885,HW372_03660,ECs_3896
ECD_02886,HW372_03655,
ECD_02887,HW372_03650,ECs_3899
ECD_02888,HW372_03645,ECs_3900
ECD_02889,HW372_03605,ECs_3901
ECD_02890,HW372_03600,ECs_3902
ECD_02891,HW372_03595,ECs_3903
ECD_02892,HW372_03590,ECs_3904
ECD_02893,,
ECD_02894,,
ECD_02895,HW372_03585,ECs_3905
ECD_02896,HW372_03580,ECs_3906
ECD_02897,HW372_03575,ECs_3907
ECD_02898,HW372_03570,ECs_3908
ECD_02899,HW372_03565,
ECD_02900,HW372_03555,ECs_3910
ECD_02901,HW372_03550,ECs_3911
ECD_02902,HW372_03515,ECs_3918
ECD_02903,HW372_03510,ECs_3919
ECD_02904,HW372_03505,ECs_3920
ECD_02905,HW372_03500,ECs_3921
ECD_02906,HW372_03495,ECs_3922
ECD_02907,HW372_03490,ECs_3923
ECD_02908,,
ECD_02909,HW372_03485,ECs_3925
ECD_02910,HW372_03480,ECs_3926
ECD_02911,HW372_03460,ECs_3927
ECD_02912,HW372_03455,ECs_3928
ECD_02913,HW372_03425,ECs_3929
ECD_02914,HW372_03420,ECs_3930
ECD_02915,HW372_03445,ECs_0744
ECD_02916,HW372_03440,
ECD_02917,,
ECD_02918,,
ECD_02919,HW372_03415,ECs_3931
ECD_02920,HW372_03410,ECs_3932
ECD_02921,HW372_03405,ECs_3933
ECD_02922,HW372_03395,ECs_3935
ECD_02923,HW372_03390,ECs_3936
ECD_02924,HW372_03385,ECs_3937
ECD_02925,HW372_03370,ECs_3938
ECD_02926,HW372_03365,ECs_3939
ECD_02927,HW372_03360,ECs_3940
ECD_02928,HW372_03355,ECs_3941
ECD_02929,HW372_03350,ECs_3942
ECD_02930,HW372_03345,ECs_3943
ECD_02931,HW372_03340,ECs_3944
ECD_02932,HW372_03335,ECs_3945
ECD_02933,HW372_03330,ECs_3946
ECD_02934,HW372_03325,ECs_3947
ECD_02935,HW372_03320,ECs_3948
ECD_02936,HW372_03315,ECs_3949
ECD_02937,HW372_03310,ECs_3950
ECD_02938,HW372_03305,ECs_3951
ECD_02939,HW372_03295,ECs_3952
ECD_02940,HW372_03290,ECs_3953
ECD_02941,HW372_03285,ECs_3954
ECD_02942,HW372_03280,ECs_3955
ECD_02943,HW372_03275,ECs_3956
ECD_02944,HW372_03270,ECs_3957
ECD_02945,HW372_03265,ECs_3958
ECD_02946,HW372_03260,ECs_3959
ECD_02947,HW372_03255,ECs_3960
ECD_02948,HW372_03250,ECs_3961
ECD_02949,HW372_03245,ECs_3962
ECD_02950,HW372_03240,ECs_3963
ECD_02951,HW372_03235,ECs_3964
ECD_02952,HW372_05700,ECs_3965
ECD_02953,HW372_03225,ECs_3966
ECD_02954,HW372_03220,ECs_3967
ECD_02955,HW372_03215,ECs_3968
ECD_02956,HW372_03210,ECs_3969
ECD_02957,HW372_03205,ECs_3970
ECD_02958,HW372_03200,ECs_3971
ECD_02959,HW372_03195,ECs_3972
ECD_02960,HW372_03190,ECs_3973
ECD_02961,HW372_03185,ECs_3974
ECD_02962,HW372_03180,ECs_3975
ECD_02963,HW372_03175,ECs_3976
ECD_02964,HW372_03170,ECs_3977
ECD_02965,HW372_03165,ECs_3978
ECD_02966,HW372_03160,ECs_3979
ECD_02967,HW372_03155,ECs_3980
ECD_02968,HW372_03150,ECs_3981
ECD_02969,HW372_03145,ECs_3982
ECD_02970,HW372_03140,ECs_3983
ECD_02971,HW372_03135,ECs_3984
ECD_02972,HW372_03130,ECs_3985
ECD_02973,,ECs_3986
ECD_02974,HW372_03125,ECs_3987
ECD_02975,HW372_03120,ECs_3988
ECD_02976,HW372_03115,ECs_3989
ECD_02977,HW372_03110,ECs_3990
ECD_02978,HW372_03105,ECs_3991
ECD_02979,HW372_03100,ECs_3992
ECD_02980,HW372_03095,ECs_3993
ECD_02981,HW372_03090,ECs_3994
ECD_02982,HW372_03085,ECs_3995
ECD_02983,HW372_03080,ECs_3996
ECD_02984,HW372_03075,ECs_3997
ECD_02985,HW372_03070,ECs_3998
ECD_02986,HW372_03065,ECs_3999
ECD_02987,,ECs_4000
ECD_02988,,ECs_4001
ECD_02989,HW372_03055,ECs_4002
ECD_02990,HW372_03050,ECs_4003
ECD_02991,HW372_03045,ECs_4004
ECD_02992,HW372_03040,ECs_4005
ECD_02993,HW372_03035,ECs_4006
ECD_02994,HW372_03030,ECs_4007
ECD_02995,HW372_03025,ECs_4008
ECD_02996,HW372_03020,ECs_4009
ECD_02997,HW372_03015,ECs_4010
ECD_02998,HW372_03010,ECs_4011
ECD_02999,HW372_03005,ECs_4012
ECD_03000,HW372_03000,ECs_4013
ECD_03001,HW372_02995,ECs_4014
ECD_03002,HW372_02990,ECs_4015
ECD_03003,HW372_02985,ECs_4016
ECD_03004,HW372_02980,ECs_4017
ECD_03005,HW372_02975,ECs_4018
ECD_03006,HW372_02970,
ECD_03007,HW372_02965,
ECD_03008,HW372_02960,
ECD_03009,,ECs_4020
ECD_03010,,ECs_4021
ECD_03011,,ECs_4022
ECD_03012,,
ECD_03013,HW372_02955,ECs_4027
ECD_03014,HW372_02950,ECs_4028
ECD_03015,HW372_02945,ECs_4029
ECD_03016,HW372_02940,ECs_4030
ECD_03017,HW372_02935,ECs_4031
ECD_03018,HW372_02930,ECs_4032
ECD_03019,HW372_02925,ECs_4033
ECD_03020,,ECs_4034
ECD_03021,HW372_02920,ECs_4035
ECD_03022,HW372_02915,ECs_4036
ECD_03023,HW372_02910,ECs_4037
ECD_03024,HW372_02905,ECs_4038
ECD_03025,HW372_02900,ECs_4039
ECD_03026,HW372_02895,ECs_4040
ECD_03027,HW372_02890,ECs_4041
ECD_03028,HW372_02885,ECs_4042
ECD_03029,HW372_02880,ECs_4043
ECD_03030,HW372_02870,ECs_4044
ECD_03031,HW372_02865,ECs_4045
ECD_03032,HW372_02860,ECs_4046
ECD_03033,HW372_02855,ECs_4047
ECD_03034,HW372_02850,ECs_4048
ECD_03035,HW372_02845,ECs_4049
ECD_03036,HW372_02840,ECs_4050
ECD_03037,HW372_02835,ECs_4051
ECD_03038,HW372_02825,ECs_4052
ECD_03039,HW372_02820,ECs_4053
ECD_03040,HW372_02810,ECs_4054
ECD_03041,HW372_02805,ECs_4055
ECD_03042,HW372_02800,ECs_4056
ECD_03043,HW372_02795,ECs_4057
ECD_03044,HW372_02790,ECs_4058
ECD_03045,HW372_02785,ECs_4059
ECD_03046,HW372_02780,ECs_4060
ECD_03047,HW372_02775,ECs_4061
ECD_03048,HW372_02770,ECs_4062
ECD_03049,HW372_02765,ECs_4063
ECD_03050,HW372_02760,ECs_4064
ECD_03051,HW372_02755,ECs_4065
ECD_03052,HW372_02750,ECs_4066
